Country,Factors,Value
Turkey,Family,1.36
Turkey,Health (Life Expectancy),0.808
Turkey,Freedom,0.195
Turkey,Trust (Government Corruption),0.106
Turkey,Generosity,0.083
Malaysia,Economy (GDP per Capita),1.221
Malaysia,Family,1.171
Malaysia,Health (Life Expectancy),0.828
Malaysia,Freedom,0.508
Malaysia,Trust (Government Corruption),0.024
Malaysia,Generosity,0.26
Belarus,Economy (GDP per Capita),1.067
Belarus,Family,1.465
Belarus,Health (Life Expectancy),0.789
Belarus,Freedom,0.235
Belarus,Trust (Government Corruption),0.142
Belarus,Generosity,0.094
Greece,Economy (GDP per Capita),1.181
Greece,Family,1.156
Greece,Health (Life Expectancy),0.999
Greece,Freedom,0.067
Greece,Trust (Government Corruption),0.034
Greece,Generosity,0
Mongolia,Economy (GDP per Capita),0.948
Mongolia,Family,1.531
Mongolia,Health (Life Expectancy),0.667
Mongolia,Freedom,0.317
Mongolia,Trust (Government Corruption),0.038
Mongolia,Generosity,0.235
North Macedonia,Economy (GDP per Capita),0.983
North Macedonia,Family,1.294
North Macedonia,Health (Life Expectancy),0.838
North Macedonia,Freedom,0.345
North Macedonia,Trust (Government Corruption),0.034
North Macedonia,Generosity,0.185
Nigeria,Economy (GDP per Capita),0.696
Nigeria,Family,1.111
Nigeria,Health (Life Expectancy),0.245
Nigeria,Freedom,0.426
Nigeria,Trust (Government Corruption),0.041
Nigeria,Generosity,0.215
Kyrgyzstan,Economy (GDP per Capita),0.551
Kyrgyzstan,Family,1.438
Kyrgyzstan,Health (Life Expectancy),0.723
Kyrgyzstan,Freedom,0.508
Kyrgyzstan,Trust (Government Corruption),0.023
Kyrgyzstan,Generosity,0.3
Turkmenistan,Economy (GDP per Capita),1.052
Turkmenistan,Family,1.538
Turkmenistan,Health (Life Expectancy),0.657
Turkmenistan,Freedom,0.394
Turkmenistan,Trust (Government Corruption),0.028
Turkmenistan,Generosity,0.244
Algeria,Economy (GDP per Capita),1.002
Algeria,Family,1.16
Algeria,Health (Life Expectancy),0.785
Algeria,Freedom,0.086
Algeria,Trust (Government Corruption),0.114
Algeria,Generosity,0.073
Morocco,Economy (GDP per Capita),0.801
Morocco,Family,0.782
Morocco,Health (Life Expectancy),0.782
Morocco,Freedom,0.418
Morocco,Trust (Government Corruption),0.076
Morocco,Generosity,0.036
Azerbaijan,Economy (GDP per Capita),1.043
Azerbaijan,Family,1.147
Azerbaijan,Health (Life Expectancy),0.769
Azerbaijan,Freedom,0.351
Azerbaijan,Trust (Government Corruption),0.182
Azerbaijan,Generosity,0.035
Lebanon,Economy (GDP per Capita),0.987
Lebanon,Family,1.224
Lebanon,Health (Life Expectancy),0.815
Lebanon,Freedom,0.216
Lebanon,Trust (Government Corruption),0.027
Lebanon,Generosity,0.166
Indonesia,Economy (GDP per Capita),0.931
Indonesia,Family,1.203
Indonesia,Health (Life Expectancy),0.66
Indonesia,Freedom,0.491
Indonesia,Trust (Government Corruption),0.028
Indonesia,Generosity,0.498
China,Economy (GDP per Capita),1.029
China,Family,1.125
China,Health (Life Expectancy),0.893
China,Freedom,0.521
China,Trust (Government Corruption),0.1
China,Generosity,0.058
Vietnam,Economy (GDP per Capita),0.741
Vietnam,Family,1.346
Vietnam,Health (Life Expectancy),0.851
Vietnam,Freedom,0.543
Vietnam,Trust (Government Corruption),0.073
Vietnam,Generosity,0.147
Bhutan,Economy (GDP per Capita),0.813
Bhutan,Family,1.321
Bhutan,Health (Life Expectancy),0.604
Bhutan,Freedom,0.457
Bhutan,Trust (Government Corruption),0.167
Bhutan,Generosity,0.37
Cameroon,Economy (GDP per Capita),0.549
Cameroon,Family,0.91
Cameroon,Health (Life Expectancy),0.331
Cameroon,Freedom,0.381
Cameroon,Trust (Government Corruption),0.037
Cameroon,Generosity,0.187
Bulgaria,Economy (GDP per Capita),1.092
Bulgaria,Family,1.513
Bulgaria,Health (Life Expectancy),0.815
Bulgaria,Freedom,0.311
Bulgaria,Trust (Government Corruption),0.004
Bulgaria,Generosity,0.081
Ghana,Economy (GDP per Capita),0.611
Ghana,Family,0.868
Ghana,Health (Life Expectancy),0.486
Ghana,Freedom,0.381
Ghana,Trust (Government Corruption),0.04
Ghana,Generosity,0.245
Ivory Coast,Economy (GDP per Capita),0.569
Ivory Coast,Family,0.808
Ivory Coast,Health (Life Expectancy),0.232
Ivory Coast,Freedom,0.352
Ivory Coast,Trust (Government Corruption),0.09
Ivory Coast,Generosity,0.154
Nepal,Economy (GDP per Capita),0.446
Nepal,Family,1.226
Nepal,Health (Life Expectancy),0.677
Nepal,Freedom,0.439
Nepal,Trust (Government Corruption),0.089
Nepal,Generosity,0.285
Jordan,Economy (GDP per Capita),0.837
Jordan,Family,1.225
Jordan,Health (Life Expectancy),0.815
Jordan,Freedom,0.383
Jordan,Trust (Government Corruption),0.13
Jordan,Generosity,0.11
Benin,Economy (GDP per Capita),0.393
Benin,Family,0.437
Benin,Health (Life Expectancy),0.397
Benin,Freedom,0.349
Benin,Trust (Government Corruption),0.082
Benin,Generosity,0.175
Congo (Brazzaville),Economy (GDP per Capita),0.673
Congo (Brazzaville),Family,0.799
Congo (Brazzaville),Health (Life Expectancy),0.508
Congo (Brazzaville),Freedom,0.372
Congo (Brazzaville),Trust (Government Corruption),0.093
Congo (Brazzaville),Generosity,0.105
Gabon,Economy (GDP per Capita),1.057
Gabon,Family,1.183
Gabon,Health (Life Expectancy),0.571
Gabon,Freedom,0.295
Gabon,Trust (Government Corruption),0.055
Gabon,Generosity,0.043
Laos,Economy (GDP per Capita),0.764
Laos,Family,1.03
Laos,Health (Life Expectancy),0.551
Laos,Freedom,0.547
Laos,Trust (Government Corruption),0.164
Laos,Generosity,0.266
South Africa,Economy (GDP per Capita),0.96
South Africa,Family,1.351
South Africa,Health (Life Expectancy),0.469
South Africa,Freedom,0.389
South Africa,Trust (Government Corruption),0.055
South Africa,Generosity,0.13
Albania,Economy (GDP per Capita),0.947
Albania,Family,0.848
Albania,Health (Life Expectancy),0.874
Albania,Freedom,0.383
Albania,Trust (Government Corruption),0.027
Albania,Generosity,0.178
Venezuela,Economy (GDP per Capita),0.96
Venezuela,Family,1.427
Venezuela,Health (Life Expectancy),0.805
Venezuela,Freedom,0.154
Venezuela,Trust (Government Corruption),0.047
Venezuela,Generosity,0.064
Cambodia,Economy (GDP per Capita),0.574
Cambodia,Family,1.122
Cambodia,Health (Life Expectancy),0.637
Cambodia,Freedom,0.609
Cambodia,Trust (Government Corruption),0.062
Cambodia,Generosity,0.232
Palestinian Territories,Economy (GDP per Capita),0.657
Palestinian Territories,Family,1.247
Palestinian Territories,Health (Life Expectancy),0.672
Palestinian Territories,Freedom,0.225
Palestinian Territories,Trust (Government Corruption),0.066
Palestinian Territories,Generosity,0.103
Senegal,Economy (GDP per Capita),0.45
Senegal,Family,1.134
Senegal,Health (Life Expectancy),0.571
Senegal,Freedom,0.292
Senegal,Trust (Government Corruption),0.072
Senegal,Generosity,0.153
Somalia,Economy (GDP per Capita),0
Somalia,Family,0.698
Somalia,Health (Life Expectancy),0.268
Somalia,Freedom,0.559
Somalia,Trust (Government Corruption),0.27
Somalia,Generosity,0.243
Namibia,Economy (GDP per Capita),0.879
Namibia,Family,1.313
Namibia,Health (Life Expectancy),0.477
Namibia,Freedom,0.401
Namibia,Trust (Government Corruption),0.056
Namibia,Generosity,0.07
Niger,Economy (GDP per Capita),0.138
Niger,Family,0.774
Niger,Health (Life Expectancy),0.366
Niger,Freedom,0.318
Niger,Trust (Government Corruption),0.102
Niger,Generosity,0.188
Burkina Faso,Economy (GDP per Capita),0.331
Burkina Faso,Family,1.056
Burkina Faso,Health (Life Expectancy),0.38
Burkina Faso,Freedom,0.255
Burkina Faso,Trust (Government Corruption),0.113
Burkina Faso,Generosity,0.177
Armenia,Economy (GDP per Capita),0.85
Armenia,Family,1.055
Armenia,Health (Life Expectancy),0.815
Armenia,Freedom,0.283
Armenia,Trust (Government Corruption),0.064
Armenia,Generosity,0.095
Iran,Economy (GDP per Capita),1.1
Iran,Family,0.842
Iran,Health (Life Expectancy),0.785
Iran,Freedom,0.305
Iran,Trust (Government Corruption),0.125
Iran,Generosity,0.27
Guinea,Economy (GDP per Capita),0.38
Guinea,Family,0.829
Guinea,Health (Life Expectancy),0.375
Guinea,Freedom,0.332
Guinea,Trust (Government Corruption),0.086
Guinea,Generosity,0.207
Georgia,Economy (GDP per Capita),0.886
Georgia,Family,0.666
Georgia,Health (Life Expectancy),0.752
Georgia,Freedom,0.346
Georgia,Trust (Government Corruption),0.164
Georgia,Generosity,0.043
Gambia,Economy (GDP per Capita),0.308
Gambia,Family,0.939
Gambia,Health (Life Expectancy),0.428
Gambia,Freedom,0.382
Gambia,Trust (Government Corruption),0.167
Gambia,Generosity,0.269
Kenya,Economy (GDP per Capita),0.512
Kenya,Family,0.983
Kenya,Health (Life Expectancy),0.581
Kenya,Freedom,0.431
Kenya,Trust (Government Corruption),0.053
Kenya,Generosity,0.372
Mauritania,Economy (GDP per Capita),0.57
Mauritania,Family,1.167
Mauritania,Health (Life Expectancy),0.489
Mauritania,Freedom,0.066
Mauritania,Trust (Government Corruption),0.088
Mauritania,Generosity,0.106
Mozambique,Economy (GDP per Capita),0.204
Mozambique,Family,0.986
Mozambique,Health (Life Expectancy),0.39
Mozambique,Freedom,0.494
Mozambique,Trust (Government Corruption),0.138
Mozambique,Generosity,0.197
Tunisia,Economy (GDP per Capita),0.921
Tunisia,Family,1
Tunisia,Health (Life Expectancy),0.815
Tunisia,Freedom,0.167
Tunisia,Trust (Government Corruption),0.055
Tunisia,Generosity,0.059
Bangladesh,Economy (GDP per Capita),0.562
Bangladesh,Family,0.928
Bangladesh,Health (Life Expectancy),0.723
Bangladesh,Freedom,0.527
Bangladesh,Trust (Government Corruption),0.143
Bangladesh,Generosity,0.166
Iraq,Economy (GDP per Capita),1.043
Iraq,Family,0.98
Iraq,Health (Life Expectancy),0.574
Iraq,Freedom,0.241
Iraq,Trust (Government Corruption),0.089
Iraq,Generosity,0.148
Congo (Kinshasa),Economy (GDP per Capita),0.094
Congo (Kinshasa),Family,1.125
Congo (Kinshasa),Health (Life Expectancy),0.357
Congo (Kinshasa),Freedom,0.269
Congo (Kinshasa),Trust (Government Corruption),0.053
Congo (Kinshasa),Generosity,0.212
Mali,Economy (GDP per Capita),0.385
Mali,Family,1.105
Mali,Health (Life Expectancy),0.308
Mali,Freedom,0.327
Mali,Trust (Government Corruption),0.052
Mali,Generosity,0.153
Sierra Leone,Economy (GDP per Capita),0.268
Sierra Leone,Family,0.841
Sierra Leone,Health (Life Expectancy),0.242
Sierra Leone,Freedom,0.309
Sierra Leone,Trust (Government Corruption),0.045
Sierra Leone,Generosity,0.252
Sri Lanka,Economy (GDP per Capita),0.949
Sri Lanka,Family,1.265
Sri Lanka,Health (Life Expectancy),0.831
Sri Lanka,Freedom,0.47
Sri Lanka,Trust (Government Corruption),0.047
Sri Lanka,Generosity,0.244
Myanmar,Economy (GDP per Capita),0.71
Myanmar,Family,1.181
Myanmar,Health (Life Expectancy),0.555
Myanmar,Freedom,0.525
Myanmar,Trust (Government Corruption),0.172
Myanmar,Generosity,0.566
Chad,Economy (GDP per Capita),0.35
Chad,Family,0.766
Chad,Health (Life Expectancy),0.192
Chad,Freedom,0.174
Chad,Trust (Government Corruption),0.078
Chad,Generosity,0.198
Ukraine,Economy (GDP per Capita),0.82
Ukraine,Family,1.39
Ukraine,Health (Life Expectancy),0.739
Ukraine,Freedom,0.178
Ukraine,Trust (Government Corruption),0.01
Ukraine,Generosity,0.187
Ethiopia,Economy (GDP per Capita),0.336
Ethiopia,Family,1.033
Ethiopia,Health (Life Expectancy),0.532
Ethiopia,Freedom,0.344
Ethiopia,Trust (Government Corruption),0.1
Ethiopia,Generosity,0.209
Swaziland,Economy (GDP per Capita),0.811
Swaziland,Family,1.149
Swaziland,Health (Life Expectancy),0
Swaziland,Freedom,0.313
Swaziland,Trust (Government Corruption),0.135
Swaziland,Generosity,0.074
Uganda,Economy (GDP per Capita),0.332
Uganda,Family,1.069
Uganda,Health (Life Expectancy),0.443
Uganda,Freedom,0.356
Uganda,Trust (Government Corruption),0.06
Uganda,Generosity,0.252
Egypt,Economy (GDP per Capita),0.913
Egypt,Family,1.039
Egypt,Health (Life Expectancy),0.644
Egypt,Freedom,0.241
Egypt,Trust (Government Corruption),0.067
Egypt,Generosity,0.076
Zambia,Economy (GDP per Capita),0.578
Zambia,Family,1.058
Zambia,Health (Life Expectancy),0.426
Zambia,Freedom,0.431
Zambia,Trust (Government Corruption),0.087
Zambia,Generosity,0.247
Togo,Economy (GDP per Capita),0.275
Togo,Family,0.572
Togo,Health (Life Expectancy),0.41
Togo,Freedom,0.293
Togo,Trust (Government Corruption),0.085
Togo,Generosity,0.177
India,Economy (GDP per Capita),0.755
India,Family,0.765
India,Health (Life Expectancy),0.588
India,Freedom,0.498
India,Trust (Government Corruption),0.085
India,Generosity,0.2
Liberia,Economy (GDP per Capita),0.073
Liberia,Family,0.922
Liberia,Health (Life Expectancy),0.443
Liberia,Freedom,0.37
Liberia,Trust (Government Corruption),0.033
Liberia,Generosity,0.233
Comoros,Economy (GDP per Capita),0.274
Comoros,Family,0.757
Comoros,Health (Life Expectancy),0.505
Comoros,Freedom,0.142
Comoros,Trust (Government Corruption),0.078
Comoros,Generosity,0.275
Madagascar,Economy (GDP per Capita),0.274
Madagascar,Family,0.916
Madagascar,Health (Life Expectancy),0.555
Madagascar,Freedom,0.148
Madagascar,Trust (Government Corruption),0.041
Madagascar,Generosity,0.169
Lesotho,Economy (GDP per Capita),0.489
Lesotho,Family,1.169
Lesotho,Health (Life Expectancy),0.168
Lesotho,Freedom,0.359
Lesotho,Trust (Government Corruption),0.093
Lesotho,Generosity,0.107
Burundi,Economy (GDP per Capita),0.046
Burundi,Family,0.447
Burundi,Health (Life Expectancy),0.38
Burundi,Freedom,0.22
Burundi,Trust (Government Corruption),0.18
Burundi,Generosity,0.176
Zimbabwe,Economy (GDP per Capita),0.366
Zimbabwe,Family,1.114
Zimbabwe,Health (Life Expectancy),0.433
Zimbabwe,Freedom,0.361
Zimbabwe,Trust (Government Corruption),0.089
Zimbabwe,Generosity,0.151
Haiti,Economy (GDP per Capita),0.323
Haiti,Family,0.688
Haiti,Health (Life Expectancy),0.449
Haiti,Freedom,0.026
Haiti,Trust (Government Corruption),0.11
Haiti,Generosity,0.419
Botswana,Economy (GDP per Capita),1.041
Botswana,Family,1.145
Botswana,Health (Life Expectancy),0.538
Botswana,Freedom,0.455
Botswana,Trust (Government Corruption),0.1
Botswana,Generosity,0.025
Syria,Economy (GDP per Capita),0.619
Syria,Family,0.378
Syria,Health (Life Expectancy),0.44
Syria,Freedom,0.013
Syria,Trust (Government Corruption),0.141
Syria,Generosity,0.331
Malawi,Economy (GDP per Capita),0.191
Malawi,Family,0.56
Malawi,Health (Life Expectancy),0.495
Malawi,Freedom,0.443
Malawi,Trust (Government Corruption),0.089
Malawi,Generosity,0.218
Yemen,Economy (GDP per Capita),0.287
Yemen,Family,1.163
Yemen,Health (Life Expectancy),0.463
Yemen,Freedom,0.143
Yemen,Trust (Government Corruption),0.077
Yemen,Generosity,0.108
Rwanda,Economy (GDP per Capita),0.359
Rwanda,Family,0.711
Rwanda,Health (Life Expectancy),0.614
Rwanda,Freedom,0.555
Rwanda,Trust (Government Corruption),0.411
Rwanda,Generosity,0.217
Tanzania,Economy (GDP per Capita),0.476
Tanzania,Family,0.885
Tanzania,Health (Life Expectancy),0.499
Tanzania,Freedom,0.417
Tanzania,Trust (Government Corruption),0.147
Tanzania,Generosity,0.276
Afghanistan,Economy (GDP per Capita),0.35
Afghanistan,Family,0.517
Afghanistan,Health (Life Expectancy),0.361
Afghanistan,Freedom,0
Afghanistan,Trust (Government Corruption),0.025
Afghanistan,Generosity,0.158
Central African Republic,Economy (GDP per Capita),0.026
Central African Republic,Family,0
Central African Republic,Health (Life Expectancy),0.105
Central African Republic,Freedom,0.225
Central African Republic,Trust (Government Corruption),0.035
Central African Republic,Generosity,0.235
South Sudan,Economy (GDP per Capita),0.306
South Sudan,Family,0.575
South Sudan,Health (Life Expectancy),0.295
South Sudan,Freedom,0.01
South Sudan,Trust (Government Corruption),0.091
South Sudan,Generosity,0.202
Finland,Economy (GDP per Capita),10.63926697
Finland,Family,0.954329729
Finland,Health (Life Expectancy),71.9008255
Finland,Freedom,0.949172199
Finland,Trust (Government Corruption),0.195444584
Finland,Generosity,-0.059482019
Denmark,Economy (GDP per Capita),10.77400112
Denmark,Family,0.955990791
Denmark,Health (Life Expectancy),72.40250397
Denmark,Freedom,0.951444268
Denmark,Trust (Government Corruption),0.168489456
Denmark,Generosity,0.066201776
Switzerland,Economy (GDP per Capita),10.97993279
Switzerland,Family,0.942846596
Switzerland,Health (Life Expectancy),74.10244751
Switzerland,Freedom,0.921336651
Switzerland,Trust (Government Corruption),0.303728431
Switzerland,Generosity,0.105911039
Iceland,Economy (GDP per Capita),10.77255917
Iceland,Family,0.974669576
Iceland,Health (Life Expectancy),73
Iceland,Freedom,0.948891878
Iceland,Trust (Government Corruption),0.711709738
Iceland,Generosity,0.246944219
Norway,Economy (GDP per Capita),11.08780384
Norway,Family,0.952486575
Norway,Health (Life Expectancy),73.20078278
Norway,Freedom,0.955750287
Norway,Trust (Government Corruption),0.263218194
Norway,Generosity,0.13453263
Netherlands,Economy (GDP per Capita),10.81271172
Netherlands,Family,0.93913883
Netherlands,Health (Life Expectancy),72.30091858
Netherlands,Freedom,0.908547819
Netherlands,Trust (Government Corruption),0.364717126
Netherlands,Generosity,0.20761244
Sweden,Economy (GDP per Capita),10.75879383
Sweden,Family,0.926311195
Sweden,Health (Life Expectancy),72.60076904
Sweden,Freedom,0.939144194
Sweden,Trust (Government Corruption),0.250880182
Sweden,Generosity,0.111614622
New Zealand,Economy (GDP per Capita),10.50094318
New Zealand,Family,0.949118972
New Zealand,Health (Life Expectancy),73.20262909
New Zealand,Freedom,0.936217487
New Zealand,Trust (Government Corruption),0.22113885
New Zealand,Generosity,0.191598073
Austria,Economy (GDP per Capita),10.7428236
Austria,Family,0.928045869
Austria,Health (Life Expectancy),73.00250244
Austria,Freedom,0.899989486
Austria,Trust (Government Corruption),0.499954879
Austria,Generosity,0.085429221
Luxembourg,Economy (GDP per Capita),11.45068073
Luxembourg,Family,0.906912208
Luxembourg,Health (Life Expectancy),72.59999847
Luxembourg,Freedom,0.90563643
Luxembourg,Trust (Government Corruption),0.367084295
Luxembourg,Generosity,-0.004620588
Canada,Economy (GDP per Capita),10.69236851
Canada,Family,0.927176654
Canada,Health (Life Expectancy),73.60160065
Canada,Freedom,0.933913231
Canada,Trust (Government Corruption),0.390843362
Canada,Generosity,0.124770768
Australia,Economy (GDP per Capita),10.72059631
Australia,Family,0.944854617
Australia,Health (Life Expectancy),73.60453796
Australia,Freedom,0.915431738
Australia,Trust (Government Corruption),0.41516912
Australia,Generosity,0.19046016
United Kingdom,Economy (GDP per Capita),10.60013485
United Kingdom,Family,0.93668282
United Kingdom,Health (Life Expectancy),72.30160522
United Kingdom,Freedom,0.834743679
United Kingdom,Trust (Government Corruption),0.435915917
United Kingdom,Generosity,0.263732493
Israel,Economy (GDP per Capita),10.41752529
Israel,Family,0.913571239
Israel,Health (Life Expectancy),73.20025635
Israel,Freedom,0.747580588
Israel,Trust (Government Corruption),0.78085506
Israel,Generosity,0.10259372
Costa Rica,Economy (GDP per Capita),9.658156395
Costa Rica,Family,0.901545942
Costa Rica,Health (Life Expectancy),71.29985046
Costa Rica,Freedom,0.934738934
Costa Rica,Trust (Government Corruption),0.786332428
Costa Rica,Generosity,-0.10242971
Ireland,Economy (GDP per Capita),11.16097832
Ireland,Family,0.942081571
Ireland,Health (Life Expectancy),72.30078888
Ireland,Freedom,0.886982977
Ireland,Trust (Government Corruption),0.357184172
Ireland,Generosity,0.145784974
Germany,Economy (GDP per Capita),10.7328186
Germany,Family,0.898874462
Germany,Health (Life Expectancy),72.20201874
Germany,Freedom,0.867371082
Germany,Trust (Government Corruption),0.456422031
Germany,Generosity,0.080179386
United States,Economy (GDP per Capita),10.92576885
United States,Family,0.914219022
United States,Health (Life Expectancy),68.29949951
United States,Freedom,0.842619538
United States,Trust (Government Corruption),0.699715316
United States,Generosity,0.149891734
Czech Republic,Economy (GDP per Capita),10.40416336
Czech Republic,Family,0.914430678
Czech Republic,Health (Life Expectancy),70.04793549
Czech Republic,Freedom,0.818537354
Czech Republic,Trust (Government Corruption),0.85844624
Czech Republic,Generosity,-0.230861515
Belgium,Economy (GDP per Capita),10.6736393
Belgium,Family,0.911632538
Belgium,Health (Life Expectancy),72.00164795
Belgium,Freedom,0.813582063
Belgium,Trust (Government Corruption),0.612297952
Belgium,Generosity,-0.078691199
United Arab Emirates,Economy (GDP per Capita),11.1099987
United Arab Emirates,Family,0.849181116
United Arab Emirates,Health (Life Expectancy),67.08278656
United Arab Emirates,Freedom,0.941345513
United Arab Emirates,Trust (Government Corruption),0.594502211
United Arab Emirates,Generosity,0.123450845
Malta,Economy (GDP per Capita),10.53383827
Malta,Family,0.93037951
Malta,Health (Life Expectancy),72.19999695
Malta,Freedom,0.924911439
Malta,Trust (Government Corruption),0.658547282
Malta,Generosity,0.214965805
France,Economy (GDP per Capita),10.58422279
France,Family,0.937103748
France,Health (Life Expectancy),73.80193329
France,Freedom,0.825467646
France,Trust (Government Corruption),0.583521128
France,Generosity,-0.130641967
Mexico,Economy (GDP per Capita),9.797797203
Mexico,Family,0.838665426
Mexico,Health (Life Expectancy),68.29902649
Mexico,Freedom,0.858709276
Mexico,Trust (Government Corruption),0.806821585
Mexico,Generosity,-0.175266623
Taiwan Province of China,Economy (GDP per Capita),10.77568531
Taiwan Province of China,Family,0.894309103
Taiwan Province of China,Health (Life Expectancy),69.59999847
Taiwan Province of China,Freedom,0.77153033
Taiwan Province of China,Trust (Government Corruption),0.73188293
Taiwan Province of China,Generosity,-0.073198698
Uruguay,Economy (GDP per Capita),9.948192596
Uruguay,Family,0.92281127
Uruguay,Health (Life Expectancy),69.00254822
Uruguay,Freedom,0.892395437
Uruguay,Trust (Government Corruption),0.635994136
Uruguay,Generosity,-0.101103112
Saudi Arabia,Economy (GDP per Capita),10.79781246
Saudi Arabia,Family,0.874067068
Saudi Arabia,Health (Life Expectancy),66.30514526
Saudi Arabia,Freedom,0.854191244
Saudi Arabia,Trust (Government Corruption),0.682619512
Saudi Arabia,Generosity,-0.168695062
Spain,Economy (GDP per Capita),10.46292686
Spain,Family,0.921125412
Spain,Health (Life Expectancy),74.40270996
Spain,Freedom,0.751989543
Spain,Trust (Government Corruption),0.765859902
Spain,Generosity,-0.050961714
Guatemala,Economy (GDP per Capita),8.924805641
Guatemala,Family,0.816621482
Guatemala,Health (Life Expectancy),64.8089447
Guatemala,Freedom,0.908147573
Guatemala,Trust (Government Corruption),0.783237457
Guatemala,Generosity,-0.042938665
Italy,Economy (GDP per Capita),10.48183632
Italy,Family,0.889878571
Italy,Health (Life Expectancy),73.60168457
Italy,Freedom,0.66465199
Italy,Trust (Government Corruption),0.873404682
Italy,Generosity,-0.043460999
Singapore,Economy (GDP per Capita),11.39552116
Singapore,Family,0.910268962
Singapore,Health (Life Expectancy),76.80458069
Singapore,Freedom,0.926645339
Singapore,Trust (Government Corruption),0.109784193
Singapore,Generosity,0.029879224
Brazil,Economy (GDP per Capita),9.56643486
Brazil,Family,0.896723807
Brazil,Health (Life Expectancy),66.48016357
Brazil,Freedom,0.799804807
Brazil,Trust (Government Corruption),0.770601273
Brazil,Generosity,-0.101812392
Slovenia,Economy (GDP per Capita),10.39232254
Slovenia,Family,0.939575672
Slovenia,Health (Life Expectancy),71.1029892
Slovenia,Freedom,0.936142623
Slovenia,Trust (Government Corruption),0.817071021
Slovenia,Generosity,-0.080603383
El Salvador,Economy (GDP per Capita),8.909075737
El Salvador,Family,0.806092262
El Salvador,Health (Life Expectancy),66.10826111
El Salvador,Freedom,0.833805263
El Salvador,Trust (Government Corruption),0.754319906
El Salvador,Generosity,-0.121072978
Kosovo,Economy (GDP per Capita),9.204429626
Kosovo,Family,0.820726514
Kosovo,Health (Life Expectancy),63.88555527
Kosovo,Freedom,0.861535907
Kosovo,Trust (Government Corruption),0.922328293
Kosovo,Generosity,0.190933764
Panama,Economy (GDP per Capita),10.03423405
Panama,Family,0.902094483
Panama,Health (Life Expectancy),69.60301208
Panama,Freedom,0.880366504
Panama,Trust (Government Corruption),0.851588905
Panama,Generosity,-0.153927714
Slovakia,Economy (GDP per Capita),10.34774971
Slovakia,Family,0.922493756
Slovakia,Health (Life Expectancy),68.90634155
Slovakia,Freedom,0.749952674
Slovakia,Trust (Government Corruption),0.918096125
Slovakia,Generosity,-0.124409303
Uzbekistan,Economy (GDP per Capita),8.740371704
Uzbekistan,Family,0.926595807
Uzbekistan,Health (Life Expectancy),65.10757446
Uzbekistan,Freedom,0.974998116
Uzbekistan,Trust (Government Corruption),0.501497388
Uzbekistan,Generosity,0.248427153
Chile,Economy (GDP per Capita),10.0320549
Chile,Family,0.879713595
Chile,Health (Life Expectancy),69.90061951
Chile,Freedom,0.744896293
Chile,Trust (Government Corruption),0.838239431
Chile,Generosity,-0.065668367
Bahrain,Economy (GDP per Capita),10.67638016
Bahrain,Family,0.876342118
Bahrain,Health (Life Expectancy),68.5
Bahrain,Freedom,0.905855775
Bahrain,Trust (Government Corruption),0.7393471
Bahrain,Generosity,0.13372919
Lithuania,Economy (GDP per Capita),10.34362602
Lithuania,Family,0.926107109
Lithuania,Health (Life Expectancy),67.29407501
Lithuania,Freedom,0.747381449
Lithuania,Trust (Government Corruption),0.809583843
Lithuania,Generosity,-0.219725296
Trinidad and Tobago,Economy (GDP per Capita),10.26000214
Trinidad and Tobago,Family,0.91529417
Trinidad and Tobago,Health (Life Expectancy),63.5
Trinidad and Tobago,Freedom,0.857907116
Trinidad and Tobago,Trust (Government Corruption),0.912230611
Trinidad and Tobago,Generosity,0.000526841
Poland,Economy (GDP per Capita),10.26512432
Poland,Family,0.874257445
Poland,Health (Life Expectancy),69.31113434
Poland,Freedom,0.862055779
Poland,Trust (Government Corruption),0.686927021
Poland,Generosity,-0.205084071
Colombia,Economy (GDP per Capita),9.500369072
Colombia,Family,0.884440243
Colombia,Health (Life Expectancy),67.69958496
Colombia,Freedom,0.836179912
Colombia,Trust (Government Corruption),0.86457181
Colombia,Generosity,-0.161235645
Cyprus,Economy (GDP per Capita),10.40570259
Cyprus,Family,0.805996239
Cyprus,Health (Life Expectancy),73.70222473
Cyprus,Freedom,0.779858291
Cyprus,Trust (Government Corruption),0.856271744
Cyprus,Generosity,0.043731496
Nicaragua,Economy (GDP per Capita),8.493160248
Nicaragua,Family,0.857497036
Nicaragua,Health (Life Expectancy),67.50717926
Nicaragua,Freedom,0.863902867
Nicaragua,Trust (Government Corruption),0.665950119
Nicaragua,Generosity,0.020959141
Romania,Economy (GDP per Capita),10.107584
Romania,Family,0.825161517
Romania,Health (Life Expectancy),67.20723724
Romania,Freedom,0.842823207
Romania,Trust (Government Corruption),0.934300244
Romania,Generosity,-0.19781521
Kuwait,Economy (GDP per Capita),11.08982468
Kuwait,Family,0.846475244
Kuwait,Health (Life Expectancy),66.76764679
Kuwait,Freedom,0.872366488
Kuwait,Trust (Government Corruption),0.760849059
Kuwait,Generosity,-0.100184701
Mauritius,Economy (GDP per Capita),9.956786156
Mauritius,Family,0.910357833
Mauritius,Health (Life Expectancy),66.40434265
Mauritius,Freedom,0.889534533
Mauritius,Trust (Government Corruption),0.805343091
Mauritius,Generosity,-0.018318573
Kazakhstan,Economy (GDP per Capita),10.11465836
Kazakhstan,Family,0.934744895
Kazakhstan,Health (Life Expectancy),64.60996246
